name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
 Silver Orange Kitchen,Thai,medium,Greenwich Village,08:00 - 18:00,4,FALSE
 Sapphire White Steakhouse,Egyptian,cheap,Gowanus,08:00 - 18:00,2.1,TRUE
 Royal Blue Pub,Malaysian,cheap,Inwood,08:00 - 18:00,2.2,TRUE
 Royal Red Cantina,Korean BBQ,medium,Coney Island,00:00 - 23:59,2.2,FALSE
 Ruby White Steakhouse,Polish,expensive,Canarsie,00:00 - 23:59,4.7,TRUE
 Moonlight Orange Pizzeria,Japanese,expensive,Coney Island,08:00 - 18:00,2.2,TRUE
 Urban Blue House,Egyptian,cheap,Astoria,11:30 - 21:30,3.2,FALSE
 Modern Bear Place,Mexican,expensive,Greenwich Village,11:30 - 21:30,2.9,TRUE
 Sapphire Bear Garden,German,expensive,Windsor Terrace,08:00 - 18:00,2.4,FALSE
 Rustic Blue Lounge,Indonesian,cheap,Harlem,00:00 - 23:59,4.5,FALSE
 Emerald Blue Trattoria,Scottish,cheap,Far Rockaway,00:00 - 23:59,4.4,TRUE
 Rustic Black Inn,Polish,expensive,Prospect Heights,11:30 - 21:30,2.8,FALSE
 Icy Wolf Pizzeria,Swedish,expensive,Bushwick,08:00 - 18:00,2,FALSE
 Emerald Tiger Place,Israeli,cheap,Chinatown,00:00 - 23:59,2.1,TRUE
 Classic Fox Trattoria,Japanese,cheap,Red Hook,11:30 - 21:30,1.6,TRUE
 Papa's Orange Eatery,Greek,medium,Marine Park,00:00 - 23:59,4.4,TRUE
 Rustic Wolf Cantina,Thai,expensive,Murray Hill,00:00 - 23:59,4.3,TRUE
 Magic White Trattoria,Thai,cheap,Ridgewood,11:30 - 21:30,3.8,TRUE
 Ruby Tiger Tavern,Dutch,expensive,Astoria Heights,15:00 - 23:30,1.1,TRUE
 Sapphire Hawk Grill,Swiss,medium,Washington Heights,15:00 - 23:30,1.8,FALSE
 Rustic White Pub,Chinese,expensive,East Village,15:00 - 23:30,1.6,TRUE
 Sapphire White Inn,Irish,medium,Jackson Heights,08:00 - 18:00,3.4,TRUE
 Mystic Lion Place,Indian,cheap,Upper East Side,11:30 - 21:30,1.6,FALSE
 Vintage Blue House,Australian,cheap,Elmhurst,11:30 - 21:30,3.3,FALSE
 Royal Lion Bar,Filipino,medium,Crown Heights,15:00 - 23:30,1.8,FALSE
 Vintage Yellow Grill,Sushi,medium,Rugby,00:00 - 23:59,4.9,TRUE
 Emerald Lion Lounge,Portuguese,cheap,Ozone Park,11:30 - 21:30,3.7,TRUE
 Classic Bear Bar,Dutch,expensive,Prospect Heights,15:00 - 23:30,4.8,FALSE
 Silver White Brasserie,Finnish,cheap,Brighton Beach,00:00 - 23:59,4.5,TRUE
 Classic Green Place,Vietnamese,medium,Rego Park,15:00 - 23:30,2.6,FALSE
 Cozy Black Restaurant,French,cheap,Ditmas Park,00:00 - 23:59,1.1,TRUE
 Fiery Shark House,Sushi,expensive,Sea Gate,11:30 - 21:30,4.6,FALSE
 Classic Dolphin House,Moroccan,expensive,Gowanus,15:00 - 23:30,4,TRUE
 Urban Shark Restaurant,Danish,medium,Belle Harbor,08:00 - 18:00,3.6,TRUE
 Sapphire Shark Bar,Egyptian,medium,Gramercy Park,00:00 - 23:59,4.7,FALSE
 Vintage Blue Trattoria,Finnish,medium,Upper East Side,00:00 - 23:59,4.5,TRUE
 Moonlight Whale Kitchen,Finnish,medium,Elmhurst,11:30 - 21:30,1.5,FALSE
 Happy Wolf Inn,Polish,expensive,Wingate,08:00 - 18:00,1,FALSE
 Silver Red Place,French,cheap,Gowanus,11:30 - 21:30,4.9,FALSE
 Cozy White Kitchen,Australian,cheap,Carnegie Hill,08:00 - 18:00,4.2,TRUE
 Rustic Wolf House,Egyptian,medium,Red Hook,08:00 - 18:00,3.8,FALSE
 Happy Green Diner,Portuguese,cheap,Ozone Park,15:00 - 23:30,2.9,FALSE
 Star Blue Restaurant,Indonesian,medium,Bushwick,00:00 - 23:59,1.7,TRUE
 Rustic Whale Eatery,Irish,medium,Whitestone,11:30 - 21:30,2.7,TRUE
 Ruby Purple Pub,Greek,medium,Ridgewood,00:00 - 23:59,4.8,TRUE
 Golden Dolphin House,Thai,expensive,Greenpoint,11:30 - 21:30,3.2,TRUE
 Star Green Bar,Australian,expensive,East New York,11:30 - 21:30,4.3,TRUE
 Gourmet Blue Pub,American,expensive,Midtown,15:00 - 23:30,4.5,FALSE
 Moonlight Green Cantina,Mexican,cheap,Astoria,11:30 - 21:30,4.9,FALSE
 Rustic Lion Bar,German,medium,Gramercy Park,11:30 - 21:30,1.8,TRUE
 Modern Whale Trattoria,French,medium,Whitestone,00:00 - 23:59,3.5,TRUE
 Cozy Orange Place,Belgian,expensive,Belle Harbor,08:00 - 18:00,3.7,FALSE
 Sapphire Lion House,Irish,medium,Borough Park,00:00 - 23:59,3.5,FALSE
 Emerald Eagle Trattoria,Polish,cheap,Astoria Heights,11:30 - 21:30,2.1,TRUE
 Cozy Shark Steakhouse,Israeli,medium,Elmhurst,15:00 - 23:30,4.4,FALSE
 Chill Whale Garden,Danish,cheap,Jamaica,08:00 - 18:00,4.3,TRUE
 Modern Green Bar,Polish,expensive,Kensington,08:00 - 18:00,4,TRUE
 Mystic Purple Brasserie,Sushi,expensive,Flatlands,15:00 - 23:30,1.9,TRUE
 Mystic Tiger Brasserie,Malaysian,expensive,NoHo,11:30 - 21:30,1.5,TRUE
 Electric Hawk Eatery,Belgian,cheap,East Village,11:30 - 21:30,4.1,TRUE
 Emerald Bear Steakhouse,Argentinian,cheap,Dyker Heights,08:00 - 18:00,2.3,TRUE
 Silver Red Brasserie,Russian,cheap,Remsen Village,08:00 - 18:00,4.1,TRUE
 Electric Eagle Brasserie,Egyptian,expensive,Canarsie,11:30 - 21:30,4,TRUE
 Magic White Inn,Vietnamese,medium,Jackson Heights,08:00 - 18:00,4.8,FALSE
 Golden Tiger Diner,Indian,expensive,Forest Hills,11:30 - 21:30,1.2,FALSE
 Moonlight Shark House,Tibetan,cheap,Carnegie Hill,11:30 - 21:30,4.7,FALSE
 Sunny Red Bistro,Filipino,expensive,Gramercy Park,11:30 - 21:30,2.4,TRUE
 Magic Lion Brasserie,Mexican,expensive,Stuyvesant Town,00:00 - 23:59,3.2,TRUE
 Gourmet Whale House,Austrian,cheap,Sheepshead Bay,15:00 - 23:30,2.9,FALSE
 Star Black Cafe,Australian,medium,Rockaway Beach,11:30 - 21:30,1.6,TRUE
 Mystic White House,Korean,cheap,Cypress Hills,15:00 - 23:30,2.2,FALSE
 Electric Wolf Restaurant,Egyptian,cheap,Bergen Beach,08:00 - 18:00,2.5,TRUE
 Moonlight Eagle Eatery,French,medium,DUMBO,00:00 - 23:59,2.9,TRUE
 Golden Whale Lounge,Polish,medium,Jackson Heights,08:00 - 18:00,2.2,FALSE
 Royal Dolphin Kitchen,Egyptian,cheap,East Village,08:00 - 18:00,2.6,FALSE
 Gourmet Yellow Pizzeria,Argentinian,expensive,Greenwich Village,15:00 - 23:30,3,TRUE
 Urban Eagle Bar,Polish,medium,Far Rockaway,08:00 - 18:00,1.5,TRUE
 Moonlight Fox Diner,Moroccan,expensive,Flushing,15:00 - 23:30,2.7,FALSE
 Modern Black Bar,Indonesian,medium,Harlem,08:00 - 18:00,1.5,FALSE
 Icy White Grill,Thai,medium,Little Italy,11:30 - 21:30,2.2,TRUE
 Chill Purple Bar,Canadian,cheap,Long Island City,15:00 - 23:30,1.8,FALSE
 Ruby Dolphin Kitchen,French,expensive,Upper East Side,15:00 - 23:30,2,TRUE
 Silver Fox Restaurant,Canadian,medium,Mill Basin,15:00 - 23:30,2.7,FALSE
 Icy Purple Pub,Czech,cheap,Rugby,08:00 - 18:00,3.9,TRUE
 Papa's Purple Place,Swedish,cheap,Astoria Heights,00:00 - 23:59,2.6,FALSE
 Chill Bear Cafe,Swiss,expensive,Dyker Heights,00:00 - 23:59,3,FALSE
 Chill Shark House,Austrian,expensive,Midtown,11:30 - 21:30,1.4,FALSE
 Classic Lion Garden,Danish,cheap,East New York,11:30 - 21:30,4.8,TRUE
 Gourmet Red Restaurant,Ethiopian,cheap,Flatiron,11:30 - 21:30,4.7,TRUE
 Moonlight Bear House,Sushi,expensive,Flatbush,15:00 - 23:30,4.4,FALSE
 Happy Whale Bistro,Mexican,medium,Chelsea,00:00 - 23:59,1.6,FALSE
 Fiery Tiger Cafe,Norwegian,medium,Upper East Side,11:30 - 21:30,4.2,FALSE
 Mama's Lion Cantina,Norwegian,cheap,Cobble Hill,00:00 - 23:59,4.9,TRUE
 Modern Whale Bistro,Mexican,expensive,Financial District,11:30 - 21:30,2.1,TRUE
 Emerald Blue Garden,Italian,cheap,Bed-Stuy,00:00 - 23:59,3.5,TRUE
 Sunny Wolf Bistro,Ethiopian,medium,Midtown,08:00 - 18:00,2.5,TRUE
 Rustic Bear Cantina,Norwegian,cheap,Remsen Village,15:00 - 23:30,1.9,TRUE
 Urban Tiger Tavern,Mediterranean,medium,Jackson Heights,00:00 - 23:59,4.9,FALSE
 Magic Shark Kitchen,Mexican,medium,Harlem,11:30 - 21:30,3.2,FALSE
 Electric Orange Garden,Filipino,expensive,Cypress Hills,15:00 - 23:30,2.1,TRUE
 Magic Dolphin Lounge,Norwegian,cheap,Astoria,08:00 - 18:00,1.4,FALSE
 Emerald Orange Steakhouse,Mediterranean,medium,East Harlem,00:00 - 23:59,4.8,TRUE
 Magic Hawk Kitchen,Russian,cheap,Sunset Park,00:00 - 23:59,1.4,TRUE
 Papa's Bear Steakhouse,Dutch,medium,Remsen Village,00:00 - 23:59,3.7,TRUE
 Silver Tiger Restaurant,Canadian,cheap,Sunnyside,11:30 - 21:30,3.6,TRUE
 Rustic Lion Kitchen,Dutch,medium,Rego Park,11:30 - 21:30,4.6,FALSE
 Electric Dolphin Steakhouse,Lebanese,expensive,Midtown,00:00 - 23:59,2,FALSE
 Mama's Tiger Cantina,Brazilian,medium,Murray Hill,08:00 - 18:00,2.6,TRUE
 Chill Tiger Cantina,Australian,cheap,Battery Park City,08:00 - 18:00,4.4,TRUE
 Icy Tiger Bistro,Korean,expensive,Rockaway Beach,11:30 - 21:30,1.3,FALSE
 Mama's White Tavern,Tibetan,medium,Hell's Kitchen,15:00 - 23:30,1.9,TRUE
 Ruby Lion Cantina,Chinese,expensive,Bed-Stuy,08:00 - 18:00,4.3,FALSE
 Sapphire Wolf Pizzeria,Mediterranean,expensive,Flatlands,08:00 - 18:00,4.9,TRUE
 Royal Bear Brasserie,Irish,cheap,Dyker Heights,08:00 - 18:00,1.5,TRUE
 Urban White Restaurant,Portuguese,medium,Rockaway Beach,00:00 - 23:59,3.8,FALSE
 Ruby Fox Steakhouse,Vietnamese,expensive,Rego Park,08:00 - 18:00,3.7,TRUE
 Cozy Orange Inn,Jamaican,expensive,Brighton Beach,11:30 - 21:30,3.8,TRUE
 Modern Purple Pizzeria,Irish,medium,Flatbush,00:00 - 23:59,4.7,TRUE
 Urban Yellow Diner,Australian,medium,Boerum Hill,15:00 - 23:30,4.1,TRUE
 Magic Red Diner,Korean,expensive,Bayside,15:00 - 23:30,1.2,TRUE
 Emerald Tiger Brasserie,Peruvian,medium,Cobble Hill,11:30 - 21:30,3.2,TRUE
 Magic Lion House,Peruvian,cheap,Gravesend,11:30 - 21:30,2.4,FALSE
 Silver Green Bistro,Tibetan,expensive,Kensington,11:30 - 21:30,2.6,FALSE
 Moonlight Blue Eatery,Austrian,expensive,Hell's Kitchen,15:00 - 23:30,1.7,TRUE
 Sapphire Fox Diner,Japanese,medium,Rockaway Beach,15:00 - 23:30,4.1,FALSE
 Royal Green Place,Norwegian,medium,Sunset Park,11:30 - 21:30,3.3,TRUE
 Vintage Fox Diner,Hawaiian,medium,Upper East Side,15:00 - 23:30,2.3,TRUE
 Ruby Lion Pub,Norwegian,expensive,Morningside Heights,11:30 - 21:30,1.7,FALSE
 Cozy Purple Cafe,Korean BBQ,expensive,Inwood,00:00 - 23:59,3.4,FALSE
 Silver Blue Grill,Moroccan,cheap,NoHo,00:00 - 23:59,3.9,FALSE
 Royal Whale Garden,Australian,medium,Murray Hill,08:00 - 18:00,4.2,TRUE
 Icy Eagle Eatery,South African,expensive,Coney Island,08:00 - 18:00,3,FALSE
 Happy Lion Brasserie,Korean,medium,Lower East Side,11:30 - 21:30,2.1,FALSE
 Royal Bear Cantina,Hungarian,medium,Flushing,11:30 - 21:30,1.7,FALSE
 Star Whale Garden,American,expensive,East Harlem,00:00 - 23:59,3,FALSE
 Gourmet Red Place,German,expensive,Gowanus,00:00 - 23:59,3.3,TRUE
 Vintage Blue Eatery,Jamaican,cheap,Ozone Park,15:00 - 23:30,2.9,FALSE
 Magic Blue Steakhouse,Russian,cheap,Astoria,00:00 - 23:59,4.8,FALSE
 Star Black Steakhouse,Israeli,cheap,Harlem,15:00 - 23:30,4,TRUE
 Royal Hawk Inn,Filipino,expensive,Flatlands,08:00 - 18:00,2.7,TRUE
 Fiery Orange Brasserie,Argentinian,medium,Nolita,08:00 - 18:00,2.1,FALSE
 Fiery Green Brasserie,Canadian,medium,Chinatown,11:30 - 21:30,1.2,TRUE
 Electric Black Kitchen,Filipino,expensive,Sheepshead Bay,08:00 - 18:00,4.9,FALSE
 Gourmet Bear Inn,Italian,medium,Whitestone,15:00 - 23:30,1.6,TRUE
 Papa's Shark Trattoria,Filipino,cheap,Midtown,15:00 - 23:30,3.4,FALSE
 Cozy Fox Steakhouse,Australian,expensive,Richmond Hill,15:00 - 23:30,2.4,FALSE
 Papa's Hawk Lounge,Tibetan,cheap,Washington Heights,15:00 - 23:30,2.1,TRUE
 Sapphire Green Steakhouse,Vietnamese,expensive,Kips Bay,15:00 - 23:30,4,FALSE
 Silver Eagle Cantina,Peruvian,expensive,Howard Beach,08:00 - 18:00,3.8,TRUE
 Fiery Eagle Pizzeria,Ethiopian,cheap,Prospect Heights,11:30 - 21:30,4.1,FALSE
 Sunny Dolphin Garden,Malaysian,expensive,Wingate,15:00 - 23:30,3.5,FALSE
 Modern Wolf Cafe,Malaysian,medium,Washington Heights,15:00 - 23:30,3.1,TRUE
 Mystic Shark Bistro,Danish,medium,Richmond Hill,00:00 - 23:59,1.7,FALSE
 Moonlight Orange Restaurant,Italian,cheap,Crown Heights,00:00 - 23:59,5,FALSE
 Modern Shark Cantina,German,cheap,Midwood,00:00 - 23:59,2.5,TRUE
 Mama's Bear Inn,Irish,medium,Breezy Point,11:30 - 21:30,2.1,TRUE
 Ruby White Lounge,Chinese,expensive,Gerritsen Beach,08:00 - 18:00,4,FALSE
 Cozy Red Eatery,Thai,expensive,Little Italy,00:00 - 23:59,4.8,FALSE
 Papa's Yellow Diner,Irish,medium,Forest Hills,08:00 - 18:00,2.8,FALSE
 Happy Yellow Eatery,Argentinian,medium,Park Slope,08:00 - 18:00,3.4,TRUE
 Golden Hawk Garden,Sushi,expensive,Stuyvesant Town,15:00 - 23:30,1.1,FALSE
 Sunny White Tavern,Thai,expensive,Fort Greene,11:30 - 21:30,5,FALSE
 Mystic Shark Pizzeria,Peruvian,expensive,Bay Ridge,08:00 - 18:00,4.1,TRUE
 Urban Eagle Bistro,Hawaiian,expensive,Marine Park,08:00 - 18:00,3,FALSE
 Sunny Lion Cafe,Danish,cheap,East Village,11:30 - 21:30,2.4,TRUE
 Sapphire Purple Pub,Chinese,expensive,Gramercy Park,11:30 - 21:30,2.3,TRUE
 Magic Hawk Eatery,Swiss,medium,Ozone Park,15:00 - 23:30,3.1,FALSE
 Cozy White Trattoria,Turkish,cheap,Midtown,11:30 - 21:30,4.5,TRUE
 Silver Red Kitchen,Brazilian,medium,Brighton Beach,11:30 - 21:30,4.7,TRUE
 Emerald White Grill,Peruvian,medium,Carnegie Hill,15:00 - 23:30,1.7,TRUE
 Chill Blue Diner,Egyptian,cheap,Ditmas Park,08:00 - 18:00,1.2,TRUE
 Urban Wolf Pub,Lebanese,cheap,Sea Gate,11:30 - 21:30,4.7,TRUE
 Vintage Whale Bistro,Swiss,expensive,Howard Beach,15:00 - 23:30,2.2,TRUE
 Mystic Green Kitchen,Jamaican,expensive,Washington Heights,15:00 - 23:30,1.4,FALSE
 Fiery Wolf Diner,Danish,medium,Greenwich Village,08:00 - 18:00,3,TRUE
 Cozy Tiger Cafe,Thai,cheap,Sunset Park,15:00 - 23:30,3.1,TRUE
 Chill Dolphin Steakhouse,Swiss,expensive,Greenpoint,11:30 - 21:30,4.6,TRUE
 Sunny Blue Diner,Polish,medium,Greenwich Village,00:00 - 23:59,1.3,TRUE
 Sapphire White Kitchen,Indian,medium,Sea Gate,11:30 - 21:30,4.7,FALSE
 Modern Black Grill,South African,cheap,Sunset Park,15:00 - 23:30,2.9,FALSE
 Mystic Blue Grill,Tibetan,medium,Kips Bay,15:00 - 23:30,2.4,TRUE
 Star Dolphin Place,Jamaican,cheap,Upper East Side,00:00 - 23:59,3.3,TRUE
 Moonlight Bear Bar,Chinese,expensive,Tribeca,15:00 - 23:30,2.7,TRUE
 Icy Orange Pub,Spanish,expensive,Prospect Heights,08:00 - 18:00,4.4,FALSE
 Happy Purple Brasserie,Peruvian,expensive,Little Italy,08:00 - 18:00,4.5,FALSE
 Emerald Bear Eatery,Vietnamese,cheap,Gerritsen Beach,11:30 - 21:30,3.2,FALSE
 Classic Green Cafe,Czech,expensive,Midwood,00:00 - 23:59,4.6,FALSE
 Vintage Black Place,South African,expensive,Bed-Stuy,15:00 - 23:30,3.2,TRUE
 Sapphire Eagle Grill,Sushi,expensive,Sunset Park,15:00 - 23:30,4.5,FALSE
 Chill Dolphin Pub,Danish,medium,Long Island City,08:00 - 18:00,3.2,FALSE
 Gourmet Black Diner,Lebanese,cheap,Brighton Beach,00:00 - 23:59,1.1,TRUE
 Mystic Red Tavern,Mexican,medium,Woodside,11:30 - 21:30,2.4,TRUE
 Mama's Dolphin Grill,Polish,expensive,Murray Hill,11:30 - 21:30,3.8,TRUE
 Ruby Fox Inn,Japanese,medium,Belle Harbor,08:00 - 18:00,2.6,FALSE
 Moonlight Whale Lounge,Lebanese,expensive,Chinatown,00:00 - 23:59,2,FALSE
 Classic Tiger House,Japanese,cheap,Ditmas Park,00:00 - 23:59,2.1,TRUE
 Royal Orange House,Argentinian,expensive,Rugby,00:00 - 23:59,4.5,TRUE
 Modern Yellow Bar,Russian,expensive,Long Island City,15:00 - 23:30,4,TRUE
 Papa's Yellow Garden,Dutch,medium,Coney Island,08:00 - 18:00,4.5,FALSE
 Icy Eagle Diner,Mexican,expensive,Park Slope,00:00 - 23:59,5,TRUE
 Modern Hawk Bar,Thai,medium,Bayside,11:30 - 21:30,2.9,TRUE
 Fiery Eagle House,Egyptian,cheap,Rugby,11:30 - 21:30,1.1,TRUE
 Royal White Lounge,Norwegian,medium,Little Italy,00:00 - 23:59,4.8,TRUE
 Mama's Orange Diner,Peruvian,cheap,Marine Park,11:30 - 21:30,3.8,FALSE
 Modern Green Eatery,Spanish,cheap,Long Island City,08:00 - 18:00,2.7,TRUE
 Star Blue Lounge,Jamaican,expensive,Howard Beach,15:00 - 23:30,4.8,FALSE
 Mystic Eagle Place,Indian,cheap,Gravesend,15:00 - 23:30,4.6,TRUE
 Happy Wolf Grill,Argentinian,expensive,Windsor Terrace,15:00 - 23:30,4.9,TRUE
 Mystic Orange Bistro,Chinese,expensive,Belle Harbor,00:00 - 23:59,4.7,FALSE
 Papa's Orange Brasserie,Swiss,medium,Nolita,15:00 - 23:30,4.1,TRUE
 Chill Fox Steakhouse,Indonesian,medium,Inwood,00:00 - 23:59,3,FALSE
 Papa's Dolphin Lounge,Portuguese,cheap,Tribeca,11:30 - 21:30,5,TRUE
 Magic Tiger Inn,Korean,cheap,Midwood,15:00 - 23:30,4,FALSE
 Ruby White Tavern,Austrian,expensive,Rockaway Beach,11:30 - 21:30,2.5,TRUE
 Rustic White Pizzeria,Malaysian,medium,Forest Hills,08:00 - 18:00,4.4,TRUE
 Electric Wolf Bistro,Turkish,cheap,Forest Hills,11:30 - 21:30,2.8,TRUE
 Urban White Eatery,Vietnamese,cheap,Stuyvesant Town,15:00 - 23:30,4.7,TRUE
 Silver Black House,Swiss,medium,Elmhurst,11:30 - 21:30,4.9,FALSE
 Gourmet Lion Bistro,Italian,cheap,Ridgewood,11:30 - 21:30,3.9,FALSE
 Sunny Dolphin Trattoria,Israeli,expensive,Bed-Stuy,11:30 - 21:30,4,FALSE
 Rustic Orange Restaurant,Korean BBQ,cheap,Bensonhurst,11:30 - 21:30,3.2,FALSE
 Vintage Dolphin Bistro,Korean BBQ,expensive,Brighton Beach,00:00 - 23:59,2.9,TRUE
 Magic Green Pub,French,medium,Murray Hill,00:00 - 23:59,3,FALSE
 Rustic Lion Trattoria,Belgian,cheap,Tribeca,11:30 - 21:30,3,FALSE
 Royal Red Grill,Turkish,medium,East New York,08:00 - 18:00,4.8,TRUE
 Chill Tiger Lounge,Greek,medium,Sea Gate,08:00 - 18:00,2.1,FALSE
 Electric Blue House,German,medium,Sunnyside,08:00 - 18:00,4.6,TRUE
 Silver Fox Steakhouse,Canadian,medium,Elmhurst,00:00 - 23:59,2.1,TRUE
 Mystic Red Steakhouse,Moroccan,expensive,DUMBO,00:00 - 23:59,1.9,TRUE
 Happy Lion Kitchen,Korean BBQ,expensive,Harlem,08:00 - 18:00,4.5,FALSE
 Emerald Black Bar,Moroccan,medium,Boerum Hill,08:00 - 18:00,1.2,FALSE
 Classic Black Tavern,Swedish,expensive,Gerritsen Beach,08:00 - 18:00,3.5,TRUE
 Magic Blue Tavern,Korean BBQ,medium,Canarsie,08:00 - 18:00,4.5,FALSE
 Gourmet Shark Inn,Australian,medium,Gerritsen Beach,15:00 - 23:30,1.5,FALSE
 Mystic Blue Lounge,Scottish,medium,Williamsburg,11:30 - 21:30,3,TRUE
 Classic Purple Steakhouse,Malaysian,cheap,Gowanus,08:00 - 18:00,4.5,FALSE
 Mystic Shark Cafe,Korean BBQ,expensive,Midtown,15:00 - 23:30,2.5,FALSE
 Royal Wolf Garden,Korean BBQ,medium,Chelsea,15:00 - 23:30,2.8,FALSE
 Ruby Green Lounge,Portuguese,medium,Washington Heights,11:30 - 21:30,2.3,FALSE
 Modern Yellow House,Norwegian,medium,Cobble Hill,00:00 - 23:59,2.1,TRUE
 Happy Fox Brasserie,Korean BBQ,cheap,Crown Heights,11:30 - 21:30,1.4,FALSE
 Golden Blue Cafe,Filipino,medium,Crown Heights,00:00 - 23:59,2.4,TRUE
 Mama's Fox Cafe,Norwegian,medium,Jackson Heights,08:00 - 18:00,2,FALSE
 Urban Eagle Garden,Greek,medium,Bay Ridge,00:00 - 23:59,2.9,FALSE
 Sunny Black Diner,Indian,medium,Rugby,00:00 - 23:59,1.2,TRUE
 Modern Red Cafe,Japanese,cheap,Kips Bay,08:00 - 18:00,4.9,FALSE
 Emerald Wolf Pub,South African,cheap,Prospect Heights,08:00 - 18:00,1.7,FALSE
 Icy Tiger Restaurant,Polish,medium,Boerum Hill,15:00 - 23:30,2.6,FALSE
 Fiery Bear House,Lebanese,expensive,Gowanus,15:00 - 23:30,3.2,TRUE
 Magic Blue Grill,Canadian,cheap,Morningside Heights,15:00 - 23:30,4.5,FALSE
 Electric Yellow Bistro,Norwegian,expensive,Flatbush,08:00 - 18:00,3.2,FALSE
 Gourmet Eagle Tavern,Korean BBQ,expensive,Brownsville,15:00 - 23:30,4.3,TRUE
 Sunny White Brasserie,Portuguese,cheap,Prospect Lefferts Gardens,08:00 - 18:00,3.4,TRUE
 Papa's Red Bistro,Chinese,cheap,Wingate,15:00 - 23:30,1.4,FALSE
 Star Bear Trattoria,Japanese,cheap,Bushwick,08:00 - 18:00,4,FALSE
 Silver Eagle Trattoria,Dutch,cheap,East Harlem,11:30 - 21:30,5,FALSE
 Papa's Wolf Lounge,Norwegian,expensive,Howard Beach,15:00 - 23:30,3.7,TRUE
 Cozy Tiger Inn,Finnish,cheap,Wingate,11:30 - 21:30,4.7,FALSE
 Silver Tiger Diner,Spanish,expensive,East Harlem,15:00 - 23:30,4.8,FALSE
 Modern Hawk Restaurant,Dutch,medium,Gerritsen Beach,08:00 - 18:00,3.7,TRUE
 Urban Yellow Pub,Filipino,cheap,Gerritsen Beach,15:00 - 23:30,4.5,TRUE
 Happy Hawk Cantina,Japanese,expensive,Cypress Hills,11:30 - 21:30,2.8,FALSE
 Mystic Hawk Restaurant,Tibetan,cheap,Cypress Hills,15:00 - 23:30,2.5,FALSE
 Magic Bear Grill,Thai,expensive,Jackson Heights,08:00 - 18:00,3.9,TRUE
 Urban Whale Kitchen,Italian,medium,Battery Park City,08:00 - 18:00,3.8,FALSE
 Happy Purple Eatery,Japanese,medium,Cypress Hills,08:00 - 18:00,1.8,FALSE
 Fiery Hawk Tavern,Czech,cheap,Woodside,08:00 - 18:00,4.7,TRUE
 Electric Tiger Pub,Korean BBQ,medium,Richmond Hill,00:00 - 23:59,3.7,TRUE
 Papa's Whale Diner,Austrian,expensive,Windsor Terrace,00:00 - 23:59,2.4,TRUE
 Star Dolphin Bistro,South African,cheap,Canarsie,08:00 - 18:00,2,FALSE
 Rustic Dolphin Cantina,Belgian,medium,Williamsburg,15:00 - 23:30,4.1,TRUE
 Modern Lion Eatery,Italian,cheap,Gravesend,08:00 - 18:00,1.5,FALSE
 Ruby Blue Kitchen,Korean BBQ,medium,Jackson Heights,15:00 - 23:30,1.8,FALSE
 Gourmet Black Trattoria,Japanese,medium,Belle Harbor,08:00 - 18:00,3.5,FALSE
 Sunny Yellow Diner,Malaysian,expensive,Kensington,15:00 - 23:30,4.5,TRUE
 Icy Green Inn,Tibetan,expensive,Upper East Side,11:30 - 21:30,2.3,FALSE
 Star Lion Cantina,German,cheap,Tribeca,11:30 - 21:30,1.5,FALSE
 Happy Shark Place,Lebanese,medium,Cobble Hill,11:30 - 21:30,3.8,TRUE
 Modern Fox Bar,Filipino,expensive,Coney Island,08:00 - 18:00,1.5,TRUE
 Happy Purple Lounge,Italian,expensive,Park Slope,15:00 - 23:30,4,TRUE
 Chill Wolf Cafe,Moroccan,expensive,Dyker Heights,11:30 - 21:30,3,FALSE
 Classic Eagle Pizzeria,Dutch,expensive,Little Italy,11:30 - 21:30,5,TRUE
 Magic Tiger Tavern,Italian,cheap,Jamaica,15:00 - 23:30,1.5,TRUE
 Modern Eagle Steakhouse,German,expensive,SoHo,08:00 - 18:00,1.3,TRUE
 Fiery Wolf Brasserie,Hawaiian,medium,Gerritsen Beach,11:30 - 21:30,4.3,TRUE
 Ruby Purple Cantina,Korean BBQ,medium,Ozone Park,11:30 - 21:30,2,FALSE
 Ruby Wolf Inn,Cuban,cheap,Bensonhurst,15:00 - 23:30,1.7,TRUE
 Gourmet White Grill,Mexican,expensive,Upper East Side,11:30 - 21:30,4.4,FALSE
 Gourmet Black Lounge,Jamaican,medium,Canarsie,15:00 - 23:30,4.2,FALSE
 Golden Yellow House,Mediterranean,medium,Inwood,00:00 - 23:59,1.2,TRUE
 Papa's Dolphin Diner,Belgian,cheap,Gowanus,08:00 - 18:00,1.3,FALSE
 Classic Tiger Place,Irish,cheap,Greenpoint,15:00 - 23:30,2.9,TRUE
 Mama's Whale Diner,French,medium,Brighton Beach,00:00 - 23:59,3.2,FALSE
 Classic Lion Inn,Indonesian,medium,Marine Park,08:00 - 18:00,2,TRUE
 Sapphire Wolf Place,Moroccan,expensive,Canarsie,15:00 - 23:30,4.9,FALSE
 Chill Blue Pizzeria,Norwegian,cheap,Dyker Heights,08:00 - 18:00,2.4,TRUE
 Mama's Eagle Pub,Scottish,expensive,Bay Ridge,15:00 - 23:30,1.6,FALSE
 Royal Red Brasserie,Ethiopian,expensive,Rockaway Beach,15:00 - 23:30,3.6,FALSE
